0,1,2,3,4,5,6,7,8,9,10,max prob,Topic
0.5649289567153898,0.01563401713872805,0.01727428664466605,0.007947777716105766,0.013625232625948967,0.007560855308695789,0.012804542540976764,0.008432922268414043,0.008197414814186087,0.008644837379969994,0.012065435689481787,0.5649289567153898,0
0.3194880102074736,0.14691098837570907,0.04139494688802599,0.04181832417067141,0.05113542656953671,0.028637100700558252,0.02221151388923074,0.03312338933691309,0.027291243985768397,0.029095548147708285,0.03856762447341389,0.3194880102074736,-1
0.23639750459816258,0.037742195805346226,0.05195729913366858,0.01693611518497155,0.32372401577898635,0.013718814961223095,0.01599645525279146,0.015928033977677,0.01415003402142124,0.01482685850124857,0.024463441452757625,0.32372401577898635,4
0.36246698208193984,0.05159185807421805,0.13192414082343995,0.029525333159127445,0.031696240654153676,0.03147455233254334,0.06949694445624313,0.04095620127906451,0.0441602283560115,0.048223659964323554,0.04329517935561718,0.36246698208193984,-1
0.15241486874063442,0.024836244418081577,0.030989786310928143,0.010980796139114318,0.6720789439951523,0.0089038058373618,0.010428910129568324,0.010280593769674424,0.009197404913054619,0.00958353627813409,0.015729982605202992,0.6720789439951523,4
0.3327400700368743,0.06338665453266593,0.09042200671186322,0.03684953278260852,0.028438806367444353,0.040707891697646666,0.03860993711367919,0.07057184121954341,0.06317566726890411,0.08330436395935499,0.04578386110933057,0.3327400700368743,-1
2.6795275364010432e-307,4.308337266919732e-308,7.80714039455875e-308,2.1910123877198137e-308,2.720567081072037e-308,2.322921612797661e-308,1.0,2.87027254186777e-308,3.660907202947117e-308,3.4766214627703137e-308,3.1765095835910146e-308,1.0,6
0.05444523745387399,0.010038268785239522,0.007400247645542259,0.006130725664575428,0.006420591961123706,0.0049666891285861554,0.0034722062874798787,0.0054486634373841734,0.004047018861920414,0.004725029420618031,0.005157494117953879,0.05444523745387399,-1
0.5454676257803778,0.051111038516354165,0.07412687651142041,0.025650175787451473,0.05244840874905358,0.023775723637847614,0.041500315352989564,0.027266327870385798,0.02627644460313752,0.02774493294835008,0.04294343770328249,0.5454676257803778,-1
0.1837186287239938,0.013242858776833576,0.011975999649266683,0.0076715410166277274,0.007531020202673353,0.007653827350695367,0.007767804068377929,0.008981259283224137,0.00716101561914322,0.008723629309619101,0.011021809371476078,0.1837186287239938,-1
1.0,4.799411752395103e-308,7.516607389328017e-308,2.553967178529742e-308,3.791384738019292e-308,2.52852855012526e-308,4.971022667618851e-308,2.944111751556543e-308,2.8852520260888604e-308,3.130260114484307e-308,3.950881355523642e-308,1.0,0
0.4272189836769285,0.06940297005104096,0.08656283034039207,0.03908477744585676,0.06889398436534487,0.030398827188779,0.027223608022226134,0.035563019085511766,0.028556338514024806,0.031463522234243556,0.04201872803833812,0.4272189836769285,-1
0.19674143661512072,0.030950082692349758,0.04300902306365895,0.017319332491229182,0.03162861074702678,0.013709885044325092,0.012717148970282527,0.016139381734351463,0.013021105341280481,0.014369997327807799,0.019331684161751583,0.19674143661512072,-1
0.4242353884159672,0.0688683309308826,0.12972458828769398,0.03770084914541133,0.07365206805155997,0.031070037936296868,0.032022139233728576,0.037155493048372956,0.031724495349547105,0.03406578563003649,0.04308369745763545,0.4242353884159672,-1
0.5344978649049625,0.05531638760361949,0.06300518960131199,0.02614983629523512,0.07228823612734651,0.021913474392143504,0.027346563464315153,0.025282979254988878,0.02229918104985746,0.024102598400310118,0.05132263611597887,0.5344978649049625,-1
0.07445639156219103,0.013397826260717241,0.008942522829113779,0.007648468557252126,0.00908210167047854,0.005213222313612297,0.004110748898065494,0.0061686064748317235,0.00463988033087824,0.0051869256991267385,0.00870335386092956,0.07445639156219103,-1
0.46033650148219557,0.0491717479283587,0.07845646350585471,0.027906353163422642,0.03500296805464821,0.028452069537414994,0.05561878898996008,0.0339456007079252,0.033528348590738256,0.03677218859701244,0.041385316183071785,0.46033650148219557,-1
4.006055333073075e-307,6.669727529900033e-308,8.182127116015986e-308,2.9457915520616343e-308,1.0,2.385196105108956e-308,2.7714786325855606e-308,2.748669651056289e-308,2.4606945410183173e-308,2.558754132736841e-308,4.129446999725955e-308,1.0,4
0.24468110320152214,0.04999243003221184,0.08433010199492372,0.028487399122933986,0.021604149106820347,0.033148088531317,0.031589123516974404,0.057530876042013915,0.05897274415857928,0.07941517412144324,0.033831818504690955,0.24468110320152214,-1
0.2512739423897083,0.02246829180545764,0.0322805428713481,0.011365168375966976,0.022203453191923114,0.010461484731586458,0.01807330132786966,0.011954191089439108,0.011363724073798214,0.01207471222899197,0.018174957252716135,0.2512739423897083,-1
0.33283569122216383,0.050748413014128524,0.18157676612392737,0.02836990901285032,0.03179755088814013,0.030470197885018074,0.07387147947540969,0.038999292177664485,0.04565318935705877,0.04784316278289794,0.0375611066641488,0.33283569122216383,-1
0.7505616899381309,0.031025119992221795,0.045113528541144025,0.016454427648329113,0.02317229582194533,0.016535150601998973,0.032882147476841594,0.019223792988681643,0.018974795677527065,0.02063072282572217,0.02542632848745736,0.7505616899381309,0
0.34060075081859614,0.049428403214188496,0.0661659526483904,0.022894737476817258,0.0801694861422902,0.01826635578827599,0.019996344473156343,0.021731872081911945,0.01850371898610996,0.020070849737681255,0.03688922477787566,0.34060075081859614,-1
0.05261369808700599,0.013917130352913127,0.005644602659708885,0.012019591786110869,0.004958716311877002,0.006609846518748749,0.0034533515353204545,0.00848574979797956,0.004905212330843538,0.006070324666567719,0.007300071451352225,0.05261369808700599,-1
0.4560998551221064,0.049034229292328535,0.08091950431302682,0.02779915342404335,0.03566446729809932,0.028127636193246437,0.05410907871169828,0.033498634347887114,0.03300455804658175,0.03609460260234225,0.04085256464717214,0.4560998551221064,-1
0.47647964535415666,0.0467014089696922,0.0730866826493717,0.023620916966651036,0.038220805553437626,0.023048499156112418,0.040709206211941976,0.027108033616709288,0.026441910597584252,0.028673363972909302,0.03810243955904201,0.47647964535415666,-1
0.18867781878909076,0.015728067614714368,0.02097750924184349,0.007991859859601248,0.014033669645087699,0.007604554413660387,0.014096931383197047,0.00876637215362804,0.008494674671902229,0.009058249074566508,0.01327809763573905,0.18867781878909076,0
0.39477173399389753,0.05190303622512847,0.19314222354750493,0.02519289369943637,0.053472028723539504,0.021951649216837017,0.03791791777675908,0.027679065628822802,0.025845842164972925,0.02727117018066773,0.051250144934149824,0.39477173399389753,2
0.5396763586734431,0.052080254121893724,0.07378015284443261,0.029480040961005993,0.0353909942293341,0.030264057899777704,0.056832182715656654,0.03611858020639309,0.03491073052728516,0.039047545854288386,0.04645034016517854,0.5396763586734431,0
0.19247418195707228,0.026564699107982134,0.06801905921737625,0.012213254859861605,0.034496008281909296,0.01035448234713286,0.015469675202080483,0.012767200909706466,0.01171113294101156,0.012363099246174241,0.023211506170393453,0.19247418195707228,-1
0.5965350470061219,0.03925132790276035,0.05540810397768351,0.020622462133813156,0.0314008705210863,0.01978188240558041,0.031996723508032156,0.02288287931718364,0.021351334383141393,0.023611791664501853,0.032596422077721246,0.5965350470061219,0
0.32272128774972747,0.05151157915364246,0.2487316609020155,0.02558121643974638,0.03468686737077844,0.02539337256643145,0.070732039584671,0.03354545533299437,0.0381267241742093,0.0385403168388321,0.04027105653426905,0.32272128774972747,2
0.22946963404731313,0.035368544369447065,0.05067784842428942,0.015965026836789777,0.23672626650735376,0.013030786564916273,0.01544976056855646,0.015126187793406885,0.013472689176848423,0.014145169437504027,0.023402618966899106,0.23672626650735376,4
0.17823279481479876,0.02471488205680714,0.08773027297944722,0.012211801000518349,0.02508392761819942,0.010775490296941333,0.0192978564932825,0.013564646676455938,0.012934959165822189,0.013536127881704593,0.022305358397466897,0.17823279481479876,-1
0.5501812615887199,0.043853412981206485,0.08097338538804831,0.022874759729246106,0.036491116658420274,0.022457333382604052,0.0468759515697791,0.026371192835941273,0.026363282916979588,0.028154563162460827,0.03436157102696937,0.5501812615887199,0
0.3055508611188165,0.3749968484008459,0.036791431375723084,0.05095750107877064,0.04050180935507249,0.03203204391584344,0.022345580134067077,0.037137286707634574,0.02956731089548394,0.03187193754742763,0.03824738947031448,0.3749968484008459,1
1.0,4.644833336571149e-308,6.566953543117812e-308,2.4968175799149926e-308,3.6317565608604957e-308,2.4954818960291436e-308,4.642215353631425e-308,2.8606892982703103e-308,2.803456051509685e-308,3.0385051223178386e-308,3.6186078646048336e-308,1.0,0
0.4523384108672778,0.04932856675314648,0.05203982427185252,0.026808047508747233,0.033691256225222926,0.023616763844395015,0.024495813898919135,0.02843335811741185,0.022817049342808496,0.027006088254819725,0.051188399691110845,0.4523384108672778,-1
